,Unnamed: 0,review_date,rating,mrp,country,product_id,trans_review
330,330,2022-04-08,5,80000,the United States,11900K,"Just upgraded my pcs motherboard so I figured might as well get a new processor while im at it. So far the difference is immense, my pc boots faster than its monitor can turn on and playing games at max settings with unlocked framerates causes 0 stress on my rig now. So far soooo good."
331,331,2023-05-28,3,80000,the United States,11900K,"I was sent a lose used possessor in a box. Annoyed, but no choice apparently."
332,332,2022-04-20,5,80000,the United States,11900K,Constantly running around 45-65C max full load gaming with 240MM AIO from NZXT. This holds 4.9-5.2 GHz constantly I may have won the silicon lotto. This runs 1440P games yawning with a 3080Ti maybe 50-60 percent utilization under heavy games. If you don’t want to go 12th gen this is your CPU.
333,333,2022-09-08,5,80000,the United States,11900K,"At one time, I thought this I9-11900K could not be used. After cross-testing with multiple PCs, it can finally be used. This CPU was purchased at a special price, the CP value is very high, and the seller sends it quickly."
334,334,2022-08-15,5,80000,the United States,11900K,I waited a year for this processor it was worth the wait coming off a FX chip. Delivery was in less then a day only 10 hours biting my nails couldn't wait to get this chip
335,335,2021-10-18,4,80000,Canada,11900K,"A bit expensive.  Powerful, but runs VERY hot, to the point you might crash your PC due to heat."
336,336,2022-10-16,5,80000,Canada,11900K,Upgraded from i5....LOL what a friggin improvement....Wow Video editing sure isn't an issue now. Blows my mind
337,337,2022-09-28,5,80000,the United States,11900K,"My daughter needs new computer system. So, I try this CPU for her computer. So far so good."
338,338,2022-08-09,5,80000,the United States,11900K,Great cpu. Super fast and great overclocking. Paired it with a quality AIO and it keeps the temps down.
339,339,2022-09-09,5,80000,the United States,11900K,Built a good spec pc with this cpu and Asus z-590 e gaming board. Works like a dream
340,340,2023-02-13,5,80000,the United States,11900K,Very powerful CPU. Great product!
341,341,2022-03-05,5,80000,the United States,11900K,"I9 is outrageous. Better benchmarks than my old PC that had an older 5.0ghz amd (older am3+ socket) with crossfire r9 390x. Shipping was next day, arrived new!"
342,342,2021-11-08,3,80000,the United States,11900K,"Good for gaming. Definitely runs hot, even a 360mm AIO can’t keep it cool with ABT enabled. Frequently hits 100C when stress testing with ABT on AVX loads. During gaming with ABT with a 350mm AIO 50-70C. Also has an issue that the cores report 0C when in C states. Intel says there’s a “fix” coming but there’s no official timeline."
343,343,2022-07-05,5,80000,the United States,11900K,Exactly what I needed for my pc build! This item is AMAZING! and performs even better
344,344,2021-06-04,5,80000,the United States,11900K,"Not sure why there are so few reviews for this product. Also not sure why it's listed under motherboards. It's an amazing cpu for gaming and lightly-threaded workloads. Don't listen to reviews about it not working or being too hot, people are just bad mounting coolers and making sure the socket fits."
345,345,2022-07-13,5,80000,the United States,11900K,To date the CPU works very well for what ever you want it to do.
346,346,2021-11-23,5,80000,the United States,11900K,Intel quality is an industry standard (in my eyes) & this is no exception. Installation and setup were EASY and a good speed bump. Windows 11 seems to love it.
347,347,2022-10-11,5,80000,the United States,11900K,"Was an AMD guy, now I'm an Intel believer."
348,348,2022-02-11,5,80000,the United States,11900K,Great processor if you want to use pci-e 4.0 features like your samsung pro 980 nvme 4.0 ssd or pci-e 4.0 compatible Video Cards.
349,349,2022-08-18,5,80000,the United States,11900K,Runs like it should. Pops on everything. Solid
350,350,2023-12-31,1,80000,the United States,11900K,I have a Gigabyte z490 arorus motherboard. Its supports nvme pcie gen 4 and pcie 16x with 11th gen intel. I got this because the 10700k was bottlenecking my gpu. Swap was easy but as soon as the pc went under full load it blue screened. Would not boot until i put the 10700k back in. Immediately returned
351,351,2023-06-25,5,14500,India,12100F,"If you would be building pc just for gaming and slight editing or coding here and there this is perfect and the cost is really low considering what performance it gives, this CPU is by no means a low end CPU dont go gentle with that price the intel 12100f can easily handle GPUs upto gtx3060 or rx6800. Just go for it and say no to ryzen in this price for gaming."
352,352,2022-11-16,5,14500,India,12100F,"This is one of the best cpu in budget if you only looking for gaming. For productivity it not worth buying then you should go for i5 12400f But for gaming and light cpu workload it work like butter smooth. I have teated some games in it , you can check it on my YT channel R tech studio."
353,353,2023-11-11,4,14500,India,12100F,Performance is good
354,354,2023-08-24,3,14500,India,12100F,"Product is good but by looking at packaging anyone can judge that it is used. While checking warranty found that out of 3 year warranty, 6 months is already passed."
355,355,2023-04-26,1,14500,India,12100F,Cpu stock cooler fan got broken with 1 blade in box was creating noise and virbration in cpu but processor was working fine so thought to replace but if replace it i dont know what i am gonna get with broken cpu chip so i replaced stock cooler with deepcool air cooler now it's working fine please don't buy critical pc parts from Amazon you may end up getting with broken parts worst packing
356,356,2023-06-20,1,14500,India,12100F,"The Processor is Good & Works Fine. But The Delivery was awful, one of the blades of the fan was broken. As i already had another dedicated cpu cooler, i didn't raise a return. I expected Better from Appario. Apart From this the Processor itself works fine."
357,357,2023-12-30,2,14500,Sweden,12100F,stood when I ordered it would come on January 5th since the day after I check and see that it is coming January 9
358,358,2024-01-27,5,14500,Brazil,12100F,"Very good, super recommend"
359,359,2023-11-23,5,14500,Germany,12100F,"Incredible speed and also saves energy for office applications!Faster than a few years older Core i7 processors, which at that time cost 700 euros.Also ideal for playing, all new games plays in Full HD."
360,360,2024-04-08,5,14500,France,12100F,"The Intel Core i3-12100F processor is ideal for Midrange gaming due to its excellent performance/price ratio.With its four hearts and eight threads, it offers good treatment power to perform modern games without problem.In addition, its high basic frequency and its DDR4 memory management up to 3200 MHz contribute to fluid performance in most games.By combining this processor with a mid -range graphics card, you can get a very satisfactory gaming experience without having to spend a fortune on the equipment."
