,review_date,rating,mrp,country,product_id,trans_review
254,2021-09-12,5,58500,the United States,11700K,8 cores at this price  these are amazing cpus without breaking the wallet  these prices used to be the price of quad core cpus  so if you want the best bang for your bucks and not go with amd  these are it  ocs well  runs at reasonable temperatures  excellent processor 
255,2023-03-23,5,58500,Canada,11700K,it’s working fine right now will see
256,2022-04-27,5,58500,the United States,11700K,this is a massive improvement from the i7 8700k  it runs faster and at 20 celsius lower temperature with a higher overclock  the additional cores make it useful for productivity as well as gaming 
257,2021-06-04,4,58500,the United States,11700K,i watched a lot of reviews on this chip and they all say it’s trash  i mean  maybe some older gen chips work just as well and are cheaper but i’m averaging 4 9 to 5 ghz while playing warzone 
258,2022-02-28,4,58500,the United States,11700K,be sure you have adequate cooling if you plan on over clocking  nuf said 
259,2022-05-02,5,58500,the United States,11700K,it is an 8 nucleus processor which meets various tasks in 2022  i bought it to work autocad  revit  and 3dsmax
260,2021-05-27,5,58500,the United States,11700K,installation was a breeze  my first   i have only had it in place for a month and have not yet been able to get a decent graphics card  but running with an old card for now does not come close to pushing this cpu to it s limits 
261,2024-03-09,3,80000,India,11900K,overheating
262,2021-05-02,1,80000,India,11900K,original price is 45k here its selling at 85k 10th gen is better in performance   or buy amd 5000 series  don t buy  this is scam computer parts in india is now a scam market
263,2024-03-10,5,80000,the United States,11900K,upgraded from a 9900k and had a hotter running pc  couldn t figure it out at first and found myself checking my aio  reapplying thermal paste  checking settings  etc  after research i was able to discover that given it a slight undervolt helps  what ended up helping even better and easier was ticking down the performance in the performance menu   in those option by simply ticking down the processor to 99  my temps went down to 55 for most of my games from initially running at average 80 85  this tuning comes without a noticeable hit on fps except while playing  squad   a single core use cpu intensive game   with that game i do lose at least 10 fps by having the processor at 99   this is not that big of a deal as i can easily tick it up to 100  for squad and just put up with the 75 80 temps   happy that i can at least play most of my games at a good temp while gaining good performance by this upgrade 
264,2022-03-26,5,80000,Germany,11900K,no issue with cpu works  temps are fine for workload 
265,2022-07-11,4,80000,Brazil,11900K,and it has arrived on the right time  but in a different box from the photo processor is good  but only cooled with water cooler 
266,2023-03-27,5,80000,France,11900K,super
267,2024-06-15,5,80000,Canada,11900K,perfect for what son needs it for  he’s a gamer and work from home  so it’s good so far  no complaints at all  although it has been a few months of usage 
268,2022-10-04,5,80000,Australia,11900K,just buy the last gen over the current 12th gen  its heaps better value especially when factoring ram costs and motherboard costs 
269,2023-07-17,5,80000,Singapore,11900K,this i9 was my first i9 series ever used since extreme processor  works great and sync well with rtx 3080ti without bottleneck it 
270,2024-04-28,5,80000,Canada,11900K,the intel core i9 11900k desktop processor is a powerhouse  with 8 cores and speeds up to 5 3 ghz  it s a beast for any task  plus  being unlocked  you have the freedom to overclock for even more performance  it s the best cpu my motherboard can handle  and i couldn t be happier with its performance  you really can t beat it 
271,2022-03-02,5,80000,Mexico,11900K,the product works perfectly 
272,2024-03-01,5,80000,the United States,11900K,when i was in the market to create a pc  this cpu was top of the line  and i got it  and it has not disappointed me ever since  works great and keeps on working  i have overclocked it and underclocked it  stress tested it for a few hours  and it managed to keep running  i love my pc and this cpu 
273,2021-12-08,5,80000,Germany,11900K,no comment
274,2022-07-19,5,80000,Singapore,11900K,comes in the cardboard box not plastic  sadly  so do expect shipping to cause rhe box to get dents  cpu works fine though but for those who are running z490 boards  do update your bios and disable gen 4 pcie or it may cause issues w booting 
275,2023-02-02,5,80000,France,11900K,perfect product works at the top
276,2023-10-03,5,80000,the United States,11900K,this was intel s top line cpu in the 11th generation  it used the lga 1200 socket which was only minimally different from the lga 1151 socket  1200 pins vs  1151 pins   the motherboards for the lga 1200 required only small changes in production spec  and the coolers made for the 1151 chips work perfectly on the lga 1200  by contrast  the 12th generation  using the lga 1700 socket  required an extensive redesign of motherboards  and the coolers that got adapted over from the lga 1151 1200 didn t really work properly on the 12th and 13 generation intel cpus  this i9 11900k will pull about 170 watts through the socket at factory overclock 100   and that s right on the limit of safe operation for the vast majority of air or liquid coolers on the market today 
277,2023-04-03,5,80000,the United Kingdom,11900K,im mostly just confused why the free heatsink thats not designed for this cpu that is known to run extremely hot     also  saddened by the lack of a fancy looking intel box  d
278,2023-11-06,1,80000,France,11900K,on paper  it is a very good cpu that i recommend to anyone however  having bought it from this seller  i have only had problems since i received it the packaging was not the blue box you see in the photos but a cardboard packaging with foam  probably supplied by amazon  with just the cpu inside  in direct contact of the foam not immediately but a little after its installation  after the warranty period  as if by chance   the cpu is now almost unusable  since the computer is constantly 100  use of it  or works correctly with100 peaks worse still  playing games is a torture  since the pc is simply freeze and crash when it wishes  with this damn cpu if you want to buy this cpu at all costs  do not do it here  go through a real seller with a follow  up and a guarantee  or you will throw hundreds of euros by the window 
